transaction_id,product_id,product_name,category,customer_id,customer_name,city,store_id,sale_amount,sale_timestamp
TXN_4_0_b2836ac6,24,Sure her,Electronics,1850,Sean Francis,Macdonaldhaven,6,703.93,2026-02-15T06:16:40.021872
TXN_4_1_e699028b,6,Growth very,Books,6856,Angela Brown,Perryview,2,231.44,2026-04-07T00:56:24.265370
TXN_4_2_e696881f,57,Source man,Sports,6237,Scott Ramirez,Port Alexandra,2,639.78,2026-02-05T19:30:45.722459
TXN_4_3_159a3916,22,Democratic PM,Electronics,2395,Daniel Norton,Michaelport,5,754.79,2026-03-01T12:42:39.767490
TXN_4_4_3f6474a2,18,Marriage open,Clothing,3545,Hunter Rodriguez,South Lisaview,11,573.55,2026-04-17T17:45:41.930557
TXN_4_5_cb9cae41,48,Foreign picture,Food,2330,David Brown,West Conniebury,18,343.46,2026-04-29T11:41:34.084000
TXN_4_6_5711bf37,77,To hotel,Food,2124,Meredith Hernandez,Paigeshire,3,39.13,2026-01-28T20:45:33.881251
TXN_4_7_7fdba96e,85,Fast nothing,Food,8372,Tracy Berger,Davidmouth,13,277.42,2026-01-12T10:32:37.774776
TXN_4_8_c7ad86b4,15,Politics politics,Electronics,6787,Scott Miller,East Anthonyberg,5,218.43,2026-03-31T19:39:46.294274
TXN_4_9_bda2f9fa,79,Sign explain,Clothing,1376,Bryce Salinas,Randallmouth,6,536.47,2026-04-05T03:25:09.732635
TXN_4_10_1b624481,20,Fire clear,Electronics,4228,Bruce Livingston,North Steven,3,371.01,2026-01-30T18:16:56.763092
TXN_4_11_403845ef,59,Your hair,Food,7561,Riley Oliver,Port Cynthiaside,12,924.66,2026-04-23T20:31:23.355586
TXN_4_12_f3920f92,49,Ten anyone,Food,4030,Cheryl Morris,Nathanport,4,151.45,2026-02-06T00:32:19.887954
TXN_4_13_8de58f53,20,Change simple,Electronics,5751,Catherine Burgess,Port Alisonmouth,6,514.25,2026-04-02T07:57:03.416182
TXN_4_14_a2764ea1,44,Deal station,Clothing,8575,Cindy Nguyen,Coltonfurt,14,781.82,2026-02-26T22:10:46.566092
TXN_4_15_78e9ee83,99,Guy another,Food,3437,Deborah Johnson,Port Miguelville,14,37.21,2026-03-12T01:11:15.126330
TXN_4_16_fed35469,25,Source line,Clothing,7570,Kaitlyn White,South Anthony,8,745.57,2026-01-01T03:34:21.264501
TXN_4_17_277e321d,49,Expect half,Sports,8081,Crystal Webster,Amandamouth,19,833.57,2026-03-01T01:20:01.969589
TXN_4_18_3e095025,50,Across lay,Clothing,8684,Christine Johnson,Vincentshire,10,590.42,2026-02-18T21:26:07.650651
TXN_4_19_a2ee4fac,13,Expert those,Clothing,8881,Laura Graves,Annaville,19,267.38,2026-03-07T23:29:16.944210
TXN_4_20_9901b4e3,15,Student cup,Food,4066,Mark Wagner,New Joannefort,5,402.33,2026-04-20T09:02:38.635880
TXN_4_21_965301d0,5,Authority site,Clothing,1264,Richard Mclaughlin,Sarahfort,1,410.45,2026-02-02T02:30:02.715012
TXN_4_22_aa6855c6,73,Pattern race,Food,6555,Pamela Hopkins,Harveychester,12,267.79,2026-01-18T17:16:08.102347
TXN_4_23_465cc386,16,For community,Books,8058,Emily Smith,Lauramouth,20,533.17,2026-01-11T09:32:53.955770
TXN_4_24_784b27be,75,Property early,Clothing,2727,Mr. Cameron Hernandez Jr.,Roachchester,4,699.79,2026-02-11T16:21:29.398877
TXN_4_25_a50d9a3a,82,General face,Clothing,1084,Sherry Lynch,Sharonborough,9,256.15,2026-02-13T01:50:17.405774
TXN_4_26_9591df4e,90,Result matter,Sports,9998,Sharon Dillon,East Juliehaven,8,311.83,2026-02-16T22:14:37.243214
TXN_4_27_02e9d6e9,94,Improve new,Clothing,1228,April Cardenas,Carterside,10,783.5,2026-02-12T21:00:56.893707
TXN_4_28_fcd81c4a,49,Father voice,Books,6448,Christina Diaz,Brendaport,18,385.36,2026-02-01T00:00:51.661554
TXN_4_29_bbd86654,31,Market lawyer,Sports,6846,Todd Tapia,Loganfurt,12,85.57,2026-04-09T02:44:45.896333
TXN_4_30_799cff68,10,Either hope,Electronics,1896,Shirley Howard,Stevenshire,8,349.17,2026-04-23T12:40:38.879718
TXN_4_31_0a5e0cc0,95,View onto,Clothing,7859,Steven Fowler,Marshhaven,7,68.29,2026-04-01T09:40:33.410810
TXN_4_32_6a92a074,58,Watch trial,Books,1019,Joseph Simpson,Carrville,3,508.33,2026-04-18T03:05:01.056897
TXN_4_33_ed39b668,5,Tend conference,Books,2955,Jennifer Berry,Matthewfort,1,251.09,2026-02-12T16:21:00.797467
TXN_4_34_97b848e6,99,Mention top,Sports,1635,Heather Porter,Andrewbury,3,369.9,2026-02-26T14:42:28.920005
TXN_4_35_9d5be882,30,Environmental Mrs,Food,2650,Brett Washington,Longburgh,18,402.14,2026-03-21T15:25:45.957644
TXN_4_36_a0883d02,1,Yard current,Clothing,9984,Jessica Jackson,Aaronhaven,12,109.04,2026-03-15T13:28:12.887667
TXN_4_37_82d89c5a,29,Into fund,Clothing,2021,John Bailey,North Sarahmouth,3,885.39,2026-02-28T05:40:16.514407
TXN_4_38_338a8852,100,White measure,Books,2287,Anthony Reyes,Marytown,20,434.83,2026-01-12T16:29:42.157998
TXN_4_39_814b9fe3,95,General stop,Books,4202,Ryan Levy,New Kenneth,14,369.06,2026-03-26T14:12:40.068044
TXN_4_40_2f4ff7db,30,Box first,Clothing,3081,Eric Davis,Shanemouth,18,613.02,2026-02-23T23:32:07.222402
TXN_4_41_7683b470,67,Stage bad,Sports,4027,Ashley Martinez,Kimberlyside,2,705.56,2026-05-03T18:04:37.462328
TXN_4_42_53c514bb,10,Program large,Books,4145,Nathan Navarro,Tammybury,6,232.41,2026-01-30T13:50:53.967032
TXN_4_43_8dbc6c48,1,Professional choice,Clothing,8809,Miguel Stewart,Trevorstad,1,55.74,2026-03-13T05:09:12.968480
TXN_4_44_eda8f6d6,39,Democratic suddenly,Books,5039,Christine Moore,Pittmanton,7,435.38,2026-04-21T03:22:35.986848
TXN_4_45_98d5e6db,69,Adult small,Food,5621,Eric Chung,Harmonmouth,17,474.77,2026-04-16T07:52:04.412025
TXN_4_46_425e0cf1,49,Third forward,Clothing,9775,Michele Johnson,East Danielview,7,433.63,2026-05-02T23:55:59.558391
TXN_4_47_c5c53a19,89,Cost save,Food,2134,Steven Hudson,Parkside,8,186.41,2026-04-02T15:51:14.680016
TXN_4_48_8e6bc9e2,21,Same picture,Electronics,9643,Stephen Young,East Bryanberg,19,32.27,2026-04-17T19:51:01.347176
TXN_4_49_92e0e32b,30,Guy perhaps,Clothing,3834,Lori Turner,Josehaven,12,227.82,2026-04-19T08:21:37.949114
TXN_4_50_66f2ba6f,92,Continue protect,Sports,5780,Tim Parrish,North Maryshire,6,157.11,2026-03-01T23:09:11.530776
TXN_4_51_d46eb568,45,Hair similar,Sports,2552,Justin Garcia,Martintown,5,948.83,2026-03-16T08:33:11.536637
TXN_4_52_d7d8eb2d,26,Focus even,Books,3995,Christopher Mcdaniel DDS,West Anthonystad,3,997.74,2026-01-21T09:24:57.832398
TXN_4_53_9d753551,59,Attack nearly,Clothing,8876,Angela Owens,Port Lauren,3,850.27,2026-02-04T21:50:20.138376
TXN_4_54_3e8869e3,16,Exactly camera,Electronics,9578,Daniel Taylor,South Ashleymouth,3,129.45,2026-04-11T23:14:21.984852
TXN_4_55_dd9879b0,44,Rock two,Sports,3087,Carly Rivas,West Elizabeth,3,700.76,2026-03-14T10:11:02.535831
TXN_4_56_4f3c6e00,34,Develop common,Electronics,7495,Daniel Lewis,West Kevin,5,608.01,2026-02-19T00:41:24.569375
TXN_4_57_702cb967,2,Including really,Books,1239,Rebecca Henderson,New Susanborough,6,335.55,2026-04-08T01:45:05.891830
TXN_4_58_4bcb9406,41,Money political,Sports,1550,Shannon Crawford,Aaronborough,6,39.96,2026-03-15T14:26:07.885983
TXN_4_59_561c8ed9,29,Move science,Clothing,3488,Danielle Ramirez,Lake Joe,18,243.31,2026-04-14T22:42:45.305145
TXN_4_60_f1f791ad,12,Action possible,Books,6415,Melinda Gibson,East Lisaside,2,443.51,2026-01-17T02:54:51.140535
TXN_4_61_22078c35,34,Media successful,Clothing,3351,Jessica Harris,Peterton,15,350.28,2026-04-02T06:19:11.381833
TXN_4_62_d49d784e,74,Tough president,Books,4020,Brandon Schultz,Petersonmouth,9,894.19,2026-02-05T15:04:47.656886
TXN_4_63_70f8769e,78,Where seek,Electronics,7408,Bernard Scott,South Stacey,2,657.32,2026-02-27T15:25:18.387593
TXN_4_64_bf7685f5,97,Perhaps learn,Books,3633,Rachel Wiggins,Port Robert,14,901.77,2026-03-31T10:09:21.469755
TXN_4_65_811756cf,44,Military total,Electronics,5927,Joshua Burch,Lake Michelle,5,223.49,2026-01-09T21:56:40.756850
TXN_4_66_9742b152,23,Yes political,Food,8880,Teresa Spears,North Rebecca,17,633.94,2026-03-31T09:03:17.748299
TXN_4_67_e21a6439,16,Leader rich,Electronics,5801,Benjamin Williams,Josephport,18,760.14,2026-04-14T16:14:04.836504
TXN_4_68_fd6c3740,74,Ever expect,Clothing,3521,Daniel Wang,West Davidport,12,18.14,2026-04-16T01:05:19.067954
TXN_4_69_55f8532a,69,Movie decision,Sports,3540,Danielle Vargas,South Michaelton,14,472.92,2026-04-07T12:56:52.660094
TXN_4_70_1972c7a8,94,Do traditional,Books,5090,Michael Miller,Cunninghammouth,5,443.19,2026-04-20T13:56:10.202751
TXN_4_71_40d7048b,38,Music occur,Clothing,8213,Kathryn Young,Smithville,15,308.67,2026-04-22T22:40:24.728157
TXN_4_72_9d8c7a71,82,Beyond beyond,Food,8865,Peggy Henderson,South Stephanie,17,924.44,2026-01-09T23:21:48.661944
TXN_4_73_7fafdda7,34,Mission though,Electronics,7098,Michael Hart,East Megan,12,85.88,2026-05-02T03:11:59.629665
TXN_4_74_0ba66602,67,Should arm,Sports,4518,Mr. Troy Crawford,Donaldbury,10,470.08,2026-05-02T16:35:19.051739
TXN_4_75_2f56c3e3,90,However stop,Electronics,9803,Catherine Thornton,Danielton,6,481.17,2026-01-26T20:14:15.554897
TXN_4_76_0fecdabb,95,Leader spend,Clothing,6181,Michael Henderson,West Yvette,11,680.36,2026-04-10T09:00:36.506619
TXN_4_77_1c69b4b4,75,Into hospital,Sports,1275,Deborah Green,Lake Angela,7,368.69,2026-01-10T13:08:59.549988
TXN_4_78_0a2bb90d,100,Citizen fund,Clothing,8772,Laura Ball,Fosterstad,6,580.06,2026-03-07T04:17:54.143108
TXN_4_79_399b1446,46,Anything popular,Food,2088,Oscar Mullins,North Davidtown,18,613.72,2026-01-28T10:13:11.573127
TXN_4_80_ef6a7e8a,70,Test again,Electronics,5355,Eric Davis,Lake Destinyfurt,9,25.36,2026-02-21T10:49:43.253467
TXN_4_81_44a69c7e,52,Network every,Food,7471,Donna Patton,West Nicholasberg,16,855.4,2026-05-07T14:13:55.367388
TXN_4_82_c816465f,56,Same contain,Sports,6624,Cheyenne Watkins PhD,Lake Jamesport,18,906.84,2026-02-28T05:03:55.384727
TXN_4_83_f6fc45c4,79,Want officer,Sports,7839,Debra Garza,Paulchester,16,22.84,2026-01-10T16:47:52.816639
TXN_4_84_7f306806,20,Side hard,Electronics,3693,Kyle Fowler,Port Marissa,14,776.98,2026-01-02T09:35:21.139449
