transaction_id,product_id,product_name,category,customer_id,customer_name,city,store_id,sale_amount,sale_timestamp
TXN_1_0_ea1422aa,14,A risk,Food,1884,Paul Evans,New Nicole,9,44.37,2026-04-15T16:25:03.987242
TXN_1_1_0433b33b,95,Bit around,Electronics,9598,Debbie Sims,Hallburgh,16,775.13,2026-04-15T19:28:58.759780
TXN_1_2_e9e345d4,81,Movement soon,Clothing,6525,Lisa Smith,East Lance,13,105.23,2026-02-20T23:59:44.344216
TXN_1_3_33cd7eab,55,Too lot,Food,4723,Garrett Herring,Nicolemouth,10,339.76,2026-01-03T20:41:24.148481
TXN_1_4_2dd6584f,88,Both security,Books,5591,Nicole Russo,Raymondland,9,584.28,2026-02-19T01:24:44.015812
TXN_1_5_66c2ae19,27,Since base,Clothing,9833,Michael Lee,North Danielshire,2,130.05,2026-04-05T23:26:59.111447
TXN_1_6_a21922d1,21,List peace,Clothing,5728,Brittany Sandoval,Jamesburgh,3,27.29,2026-03-03T07:51:48.713672
TXN_1_7_94748707,29,Young food,Sports,3046,Mr. Jeffrey Welch,Alisonton,7,597.92,2026-05-03T12:06:05.806267
TXN_1_8_3aba5182,68,Understand home,Food,8319,Betty Martin,East Andrew,9,197.3,2026-03-09T02:06:01.255238
TXN_1_9_09afaaf3,26,Study new,Food,8076,John Richards,Weberton,12,118.67,2026-03-11T08:12:28.386496
TXN_1_10_45e12133,57,Interest voice,Electronics,8399,Ryan White,New Daniel,8,471.67,2026-02-04T01:19:17.530445
TXN_1_11_81689fd5,35,Idea few,Food,7377,Emily Potts,Lake Amandaburgh,1,543.04,2026-03-14T09:20:09.138092
TXN_1_12_8f11009f,17,Parent great,Clothing,4092,Sharon Davies,Port Andrew,1,316.4,2026-02-08T01:40:53.869543
TXN_1_13_961f94e6,39,Owner pick,Books,2571,Jessica Turner,Robertstad,7,734.16,2026-02-03T14:16:55.931141
TXN_1_14_2623e329,66,Risk space,Electronics,2117,Kenneth Simon,Port Heather,19,92.77,2026-01-23T13:34:22.134292
TXN_1_15_004d7974,15,Defense middle,Electronics,1743,Jenna Burns,Brownfort,10,430.38,2026-03-23T00:06:54.488002
TXN_1_16_8d030526,65,Follow trouble,Books,3177,Robert Lopez,Riversview,19,836.14,2026-01-12T07:44:51.422805
TXN_1_17_96cd9f76,67,That perhaps,Clothing,3870,Deanna Hardy,West Scott,9,570.66,2026-01-26T13:46:32.365502
TXN_1_18_2de89ae6,12,Pressure return,Sports,3355,Mr. Jason Hernandez,Jamesmouth,2,761.87,2026-02-08T07:00:35.710466
TXN_1_19_7b60ff1b,67,Brother expert,Books,5660,Stephanie Reese,Armstrongmouth,18,416.16,2026-02-24T05:34:57.267326
TXN_1_20_1ab5b025,11,People fall,Books,8991,James Sutton MD,West Jacob,17,702.95,2026-04-21T07:52:07.373645
TXN_1_21_7e9d5cec,75,Seven since,Sports,2936,Danielle Ruiz,North Patrickfort,17,509.05,2026-02-15T15:32:51.174285
TXN_1_22_a4da15c2,65,Central rest,Sports,5316,Deborah Peters,Lake Dakotaburgh,11,218.35,2026-04-12T02:12:04.684396
TXN_1_23_15673b41,58,Citizen crime,Sports,4155,Dean Roberts,Richardhaven,9,193.91,2026-03-26T23:08:20.392123
TXN_1_24_8ccec02d,89,As never,Food,5560,Stephanie Hubbard,Phillipsfort,6,754.81,2026-02-17T10:08:00.214664
TXN_1_25_0918cd82,51,Budget eight,Food,8918,Michael Lee,Lake Derrickberg,18,73.35,2026-03-28T16:53:45.938736
TXN_1_26_6d1c090b,6,Message very,Electronics,6172,Kimberly Ortiz,West Anthonyburgh,8,263.83,2026-03-22T21:46:29.332577
TXN_1_27_e209771f,45,Short responsibility,Clothing,7418,Lindsay Padilla,East Jenniferview,9,571.46,2026-01-22T01:50:05.774259
TXN_1_28_d5ef6b2f,11,Matter responsibility,Sports,7297,Brian Mcfarland,North Lisaview,2,116.8,2026-03-20T09:59:35.326822
TXN_1_29_84388a3c,70,Decade have,Food,6081,Valerie Nelson,Lake Cesar,7,247.51,2026-01-23T20:35:59.320139
