transaction_id,product_id,product_name,category,customer_id,customer_name,city,store_id,sale_amount,sale_timestamp
TXN_8_0_a99c4c23,44,Fear hit,Sports,7775,Laurie Gallegos,Schwartzstad,7,766.9,2026-04-29T19:32:03.167129
TXN_8_1_1f6744f5,83,Subject argue,Sports,5940,Tracy Mack,New Michael,20,728.75,2026-03-16T17:02:42.204347
TXN_8_2_7691194b,29,Ready hope,Sports,5589,Roger Thomas,Camposside,19,76.1,2026-02-03T15:52:24.902169
TXN_8_3_80af1e85,73,College hotel,Food,5095,William Walton,South Jefferyville,13,880.78,2026-02-07T01:08:08.452880
TXN_8_4_e0418076,44,Life military,Books,8650,Alexandria Kim,Port Dawnmouth,4,980.98,2026-03-19T04:13:19.312252
TXN_8_5_09f8bb11,53,Cell available,Clothing,1650,Tina Bowman,Aguilarhaven,10,876.89,2026-04-02T17:02:01.192091
TXN_8_6_9888f65b,42,Indicate surface,Electronics,1022,Valerie Holloway,South Davidstad,12,397.24,2026-04-13T07:00:22.806238
TXN_8_7_76fbea3d,25,Do send,Electronics,6391,Gary Cox,Stewartport,16,308.91,2026-04-30T11:18:40.879730
TXN_8_8_f1139f2f,97,Building impact,Sports,9711,Mr. Jonathon Austin DDS,Williamstad,8,293.62,2026-01-26T13:59:20.208251
TXN_8_9_c872a700,28,Avoid town,Sports,3039,Carmen Rogers,South Shawn,1,944.92,2026-03-04T21:36:22.930591
TXN_8_10_6cca947c,53,Answer gas,Sports,4818,Richard Garcia,Lake Gabrielside,3,990.24,2026-04-25T07:59:00.990133
TXN_8_11_d8b83916,97,Bill region,Electronics,6996,Amy Thompson,Martinezchester,6,262.0,2026-03-28T10:09:11.489057
TXN_8_12_cb51fc7a,41,Phone clearly,Electronics,5060,Kim Smith,South Jacqueline,4,868.27,2026-04-21T11:21:57.019588
TXN_8_13_bd895200,57,Could style,Electronics,2149,Amy Hill,South Steven,17,403.19,2026-04-19T18:00:25.313244
TXN_8_14_cd71f7d4,81,Speech generation,Books,9253,Heather Brooks,South Samantha,11,532.73,2026-02-20T11:48:51.251539
TXN_8_15_eda84285,34,Per course,Books,7229,Tricia Cook,Erikberg,12,748.39,2026-04-21T12:13:26.685676
TXN_8_16_5b0de473,99,House debate,Sports,4736,Desiree Sanders,Port Kimberlymouth,20,201.13,2026-03-16T15:48:36.342366
TXN_8_17_599d1882,58,Property dog,Clothing,2098,Chelsea Turner,Loriview,13,567.65,2026-03-16T22:08:19.394964
TXN_8_18_1f2afb77,77,Space total,Electronics,9897,Cynthia Hall,Watsonton,8,257.44,2026-02-12T17:51:27.315824
TXN_8_19_fc1dbaa3,13,Same fly,Food,7903,William Bennett,Jasonland,11,519.04,2026-01-14T08:00:33.308006
TXN_8_20_d559ffe6,20,Station bank,Electronics,5090,Mark Mcdonald MD,North Elizabethstad,9,231.43,2026-05-06T05:55:23.770215
TXN_8_21_545368cf,70,Reason take,Food,1523,Laura Morrison,Christopherfort,1,355.07,2026-04-28T14:12:01.707144
TXN_8_22_1bc787b2,89,Blue Mr,Food,1936,Laurie Erickson,New Rodneybury,11,202.63,2026-03-15T19:03:32.607404
TXN_8_23_5e3f17eb,18,Health phone,Sports,1557,Gerald Gibson,North Jimtown,14,220.27,2026-04-30T00:15:49.626329
TXN_8_24_e38f1c00,67,Father say,Books,8115,Jason Anderson,Port Wandatown,17,541.72,2026-03-15T06:46:47.884194
TXN_8_25_4e55f0d9,65,Really mention,Electronics,9805,Kevin Snyder,New Diana,10,721.28,2026-01-30T00:28:20.125232
TXN_8_26_50067a77,42,Per ago,Electronics,7980,Ryan Short,West Marcus,4,44.94,2026-04-04T09:58:45.696582
TXN_8_27_151409ca,70,Management before,Books,2971,Matthew Villarreal,Jamesland,2,131.95,2026-03-17T02:30:35.692933
TXN_8_28_d869ab83,13,Total right,Electronics,1291,Chad Dixon,Port Pamelatown,7,176.82,2026-03-23T20:57:50.416905
TXN_8_29_bb0945d2,94,Song it,Electronics,2788,Michael Foley,Williamshire,9,127.56,2026-01-05T16:04:23.354104
TXN_8_30_98d3aa93,12,Decide radio,Clothing,5226,Bruce Mckay,Powellborough,14,165.46,2026-01-29T17:58:04.606552
TXN_8_31_0cd8ad0b,91,Most image,Sports,7231,Jesus Fernandez,Port Amychester,9,587.59,2026-04-14T18:06:42.940014
TXN_8_32_8f6b5f58,64,Order join,Electronics,9281,Joseph Vazquez,East Robertview,2,764.95,2026-03-03T18:43:22.841825
TXN_8_33_af59bebe,53,Move relationship,Sports,2602,Monica Perez,Karenville,4,90.04,2026-04-15T12:31:36.187011
TXN_8_34_5c8db1ca,89,Trade always,Food,5567,Adam Williams,Larsonside,18,186.8,2026-04-04T02:42:20.045964
TXN_8_35_66da07ea,45,Little peace,Sports,6867,Dr. Martin Love,Youngbury,11,785.15,2026-01-10T05:52:04.938165
TXN_8_36_5165ae8a,79,Get current,Food,6616,Matthew Campbell,Michaelborough,19,932.47,2026-02-23T21:54:32.114411
TXN_8_37_ac26a7c4,72,Develop chair,Clothing,8990,Brandon Hall,Smithfurt,1,678.82,2026-01-31T18:47:57.983441
TXN_8_38_fc7240b4,100,Manager west,Sports,4323,Kyle Walker,Obrienhaven,13,302.82,2026-01-10T15:54:15.749278
TXN_8_39_7b4ad93c,66,Between painting,Clothing,7052,Maria Pacheco,Davidstad,6,681.96,2026-03-13T06:34:14.189950
TXN_8_40_8fe8d8e0,49,Paper energy,Sports,1712,Cesar Wilson,West Brandon,8,305.62,2026-02-13T22:31:46.477525
TXN_8_41_8f24b096,75,Pm us,Clothing,6016,Kelly Williams,Kayleeborough,1,751.77,2026-02-15T19:18:58.961926
TXN_8_42_3037aec3,70,Inside involve,Electronics,7465,Holly Williams,New Michelle,16,476.49,2026-02-24T02:38:01.362317
TXN_8_43_0db1c070,99,Almost develop,Sports,3867,Sarah Singleton,Marthatown,4,123.49,2026-01-24T02:42:23.123460
TXN_8_44_35d48f54,60,Like air,Sports,4146,Troy Johnson,Wardfort,16,877.33,2026-03-22T19:13:38.081634
TXN_8_45_e86d0e44,94,Involve energy,Clothing,9847,Helen Hunter,East Tiffanyland,4,681.26,2026-01-11T05:22:38.035736
TXN_8_46_90a97bfc,95,Hair notice,Books,3381,Rebecca Golden,Port Brian,1,180.49,2026-03-23T13:10:52.284051
TXN_8_47_e247dd84,50,Along sure,Electronics,2114,Michael Rivera,Jessicaton,13,852.5,2026-03-29T19:27:39.856955
TXN_8_48_ad42bca2,36,Shoulder imagine,Sports,6915,Mark Sanchez,Kennethshire,1,618.98,2026-01-01T15:15:01.649196
TXN_8_49_951cbcce,43,Grow prepare,Food,7849,Darrell Hicks,Jacobsside,20,468.78,2026-02-04T04:38:15.393475
TXN_8_50_0d0e355d,97,Water they,Clothing,7358,Alexa Cervantes,Joelshire,7,487.63,2026-04-23T08:02:30.982423
TXN_8_51_408ad72b,53,Try use,Books,7037,Brett Mills,Port Shaneburgh,20,662.3,2026-03-31T21:30:31.277020
TXN_8_52_7a99a1eb,28,Rise value,Books,2314,Jeremy Taylor,Williamsmouth,15,830.11,2026-02-12T09:59:25.756616
TXN_8_53_08a41588,29,Discussion blood,Sports,6559,Miss Tracy Velazquez,Smithside,10,94.07,2026-04-08T05:00:35.619045
TXN_8_54_168ddec6,86,Usually development,Clothing,9835,Christopher Ross,Jennifermouth,15,595.28,2026-03-04T03:32:21.246867
TXN_8_55_e939a079,2,Young wrong,Electronics,2855,Richard Patton,Jenniferchester,6,431.81,2026-03-10T10:35:48.246794
TXN_8_56_9ce16fd4,13,General by,Books,4225,Casey Peterson,New Michaelborough,10,318.04,2026-03-07T13:32:05.098837
TXN_8_57_d3eaa761,81,Few standard,Food,8762,Erin Stewart,Port Summer,12,189.83,2026-04-21T08:47:09.859498
TXN_8_58_49f670c8,41,Clearly prevent,Food,3210,Eric Estrada,East Scott,12,148.77,2026-03-28T14:12:17.964682
TXN_8_59_0dc6fbe9,20,Left get,Food,9804,Mr. Scott Carter,North Madeline,18,329.02,2026-02-15T00:56:16.096327
TXN_8_60_2de565dc,76,Stay everybody,Electronics,9896,Veronica Chavez,Elliottmouth,19,955.0,2026-04-28T11:39:07.219673
TXN_8_61_4f17a9b2,88,Why effect,Electronics,6941,Nancy Reed,Port Mitchell,6,146.48,2026-01-01T00:29:56.038446
